INSERT Address (Street, City, ZIP, Country) VALUES ('Red Clarendon 7','Peshastin',404919,'France');
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Dressing Like Cersei Lannister',49,'2017-7-2 19:48:00','2017-7-2 21:48:00','Building O, room 60',14.9985,24);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Beginning Fortran',49,'2017-7-2 11:49:00','2017-7-2 13:49:00','Building Y, room 114',13.9986,21);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Shutting SQL',49,'2017-7-2 18:33:00','2017-7-2 20:33:00','Building S, room 196',99.99,25);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Sewing Han Solo',49,'2017-7-2 12:37:00','2017-7-2 14:37:00','Building S, room 95',13.9986,20);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Considering Elixir',50,'2017-7-2 17:52:00','2017-7-2 19:52:00','Building X, room 121',86.991295,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Prison Cells Of Darth Vader',50,'2017-7-2 19:47:00','2017-7-2 21:47:00','Building M, room 173',24.9975,23);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Killing University',50,'2017-7-2 19:2:00','2017-7-2 21:2:00','Building Y, room 51',55.9944,29);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Meat And Data Science',50,'2017-7-2 15:42:00','2017-7-2 17:42:00','Building H, room 197',35.9964,29);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Redemption Jon Snow',51,'2016-8-25 14:2:00','2016-8-25 16:2:00','Building B, room 82',76.9923,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Fighting With Motivation',51,'2016-8-25 19:50:00','2016-8-25 21:50:00','Building Q, room 165',48.9951,21);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Getting Our Own Chewbacca',51,'2016-8-25 18:40:00','2016-8-25 20:40:00','Building P, room 41',2.9997,18);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Closing Jabba',51,'2016-8-25 15:45:00','2016-8-25 17:45:00','Building S, room 112',5.9994,26);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Analysing Chewbacca',52,'2016-8-25 17:9:00','2016-8-25 19:9:00','Building I, room 177',65.9934,17);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Estimate Your Obstacles',52,'2016-8-25 10:43:00','2016-8-25 12:43:00','Building O, room 182',91.9908,16);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Shawshank C#',52,'2016-8-25 10:46:00','2016-8-25 12:46:00','Building B, room 57',0.0,19);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Learning Snoke',52,'2016-8-25 11:6:00','2016-8-25 13:6:00','Building X, room 193',70.9929,10);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Children And Database',53,'2016-8-25 11:48:00','2016-8-25 13:48:00','Building O, room 21',60.9939,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Programming Your Data Science',53,'2016-8-25 13:49:00','2016-8-25 15:49:00','Building L, room 42',88.9911,22);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Purple Swift',53,'2016-8-25 16:58:00','2016-8-25 18:58:00','Building K, room 6',36.9963,24);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Speed Of Beast',53,'2016-8-25 17:5:00','2016-8-25 19:5:00','Building W, room 196',78.992096,28);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Stannis Baratheon Is SML',54,'2018-10-25 17:1:00','2018-10-25 19:1:00','Building K, room 47',103.9896,18);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Flora And Guns',54,'2018-10-25 14:49:00','2018-10-25 16:49:00','Building U, room 99',98.9901,14);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Speech Of Kitchen',54,'2018-10-25 19:32:00','2018-10-25 21:32:00','Building G, room 42',43.995598,14);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Trusting In Your Banana',54,'2018-10-25 18:58:00','2018-10-25 20:58:00','Building N, room 192',103.9896,18);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Yourself Your Future',55,'2018-10-25 18:51:00','2018-10-25 20:51:00','Building A, room 44',102.9897,24);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Game Of University',55,'2018-10-25 10:46:00','2018-10-25 12:46:00','Building S, room 67',12.9987,28);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Can One Man Change Your Van',55,'2018-10-25 14:0:00','2018-10-25 16:0:00','Building U, room 33',88.9911,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Green America',55,'2018-10-25 11:29:00','2018-10-25 13:29:00','Building A, room 78',0.9999,14);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Dancing PHP',56,'2015-5-22 13:2:00','2015-5-22 15:2:00','Building O, room 75',71.9928,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Online Impossible',56,'2015-5-22 10:4:00','2015-5-22 12:4:00','Building U, room 39',55.9944,15);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Comprehensive Admiral Ackbar',56,'2015-5-22 17:41:00','2015-5-22 19:41:00','Building E, room 39',24.9975,21);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Singing Your Potential',56,'2015-5-22 12:17:00','2015-5-22 14:17:00','Building L, room 108',1.9998,13);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Plough Or Not To Jar Jar Binks',57,'2015-5-22 10:34:00','2015-5-22 12:34:00','Building V, room 107',73.9926,23);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Broadening Your Horizons With Our World',57,'2015-5-22 16:45:00','2015-5-22 18:45:00','Building G, room 122',22.9977,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Removing Your Data Science',57,'2015-5-22 13:23:00','2015-5-22 15:23:00','Building B, room 90',37.9962,26);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Redemption Author',57,'2015-5-22 12:26:00','2015-5-22 14:26:00','Building U, room 197',45.9954,23);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Leading USA',58,'2015-5-22 10:59:00','2015-5-22 12:59:00','Building I, room 115',60.9939,15);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Speech Of Glass Ceiling',58,'2015-5-22 18:43:00','2015-5-22 20:43:00','Building B, room 74',67.9932,21);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Speech Of Banana',58,'2015-5-22 13:22:00','2015-5-22 15:22:00','Building R, room 49',63.9936,16);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Considering Past',58,'2015-5-22 13:39:00','2015-5-22 15:39:00','Building J, room 39',37.9962,20);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Green Swift',59,'2017-3-31 12:53:00','2017-3-31 14:53:00','Building C, room 80',44.9955,21);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Changing Justice',59,'2017-3-31 15:40:00','2017-3-31 17:40:00','Building J, room 119',72.9927,23);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Programming Your Opportunities',59,'2017-3-31 16:6:00','2017-3-31 18:6:00','Building Y, room 161',48.9951,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Trusting In Your Han Solo',59,'2017-3-31 16:4:00','2017-3-31 18:4:00','Building I, room 122',89.991,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Dreaming Casablanca',60,'2015-4-20 16:9:00','2015-4-20 18:9:00','Building X, room 189',71.9928,25);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Motivating Elixir',60,'2015-4-20 10:55:00','2015-4-20 12:55:00','Building K, room 56',93.9906,26);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Working Daenerys Targaryen',60,'2015-4-20 14:16:00','2015-4-20 16:16:00','Building K, room 151',79.992,14);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Finishing Icon',60,'2015-4-20 17:16:00','2015-4-20 19:16:00','Building A, room 134',35.9964,19);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Stannis Baratheon Is Opportunities',61,'2015-4-20 16:10:00','2015-4-20 18:10:00','Building N, room 156',29.997,28);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Climbing Asia',61,'2015-4-20 15:27:00','2015-4-20 17:27:00','Building R, room 46',85.9914,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Dividing Tools',61,'2015-4-20 10:18:00','2015-4-20 12:18:00','Building E, room 33',76.9923,10);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Increasing Potential Of Your Future',61,'2015-4-20 14:37:00','2015-4-20 16:37:00','Building P, room 2',46.9953,27);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Baking Your Own Darth Vader',62,'2015-5-5 10:47:00','2015-5-5 12:47:00','Building I, room 114',52.994698,16);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Walking Vincent',62,'2015-5-5 11:32:00','2015-5-5 13:32:00','Building T, room 124',101.9898,14);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Game Of The True King Of Westeros',62,'2015-5-5 15:14:00','2015-5-5 17:14:00','Building L, room 2',16.9983,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Working Justice',62,'2015-5-5 17:9:00','2015-5-5 19:9:00','Building Y, room 60',29.997,29);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Leaving Computer',63,'2015-5-5 13:39:00','2015-5-5 15:39:00','Building M, room 101',80.9919,22);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Develop Your Java',63,'2015-5-5 15:34:00','2015-5-5 17:34:00','Building A, room 159',29.997,24);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Analysing Banana',63,'2015-5-5 19:35:00','2015-5-5 21:35:00','Building C, room 133',87.991196,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Killing Icon',63,'2015-5-5 16:17:00','2015-5-5 18:17:00','Building S, room 47',44.9955,26);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Design Your Own Jysk',64,'2015-5-5 18:7:00','2015-5-5 20:7:00','Building G, room 105',93.9906,23);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Working Dance',64,'2015-5-5 15:2:00','2015-5-5 17:2:00','Building E, room 45',22.9977,15);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Quitting Banana',64,'2015-5-5 11:55:00','2015-5-5 13:55:00','Building S, room 27',88.9911,17);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Fauna And Daenerys Targaryen',64,'2015-5-5 14:53:00','2015-5-5 16:53:00','Building X, room 109',89.991,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Losing Glass Ceiling',65,'2018-12-16 18:32:00','2018-12-16 20:32:00','Building R, room 139',41.9958,28);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Losing JavaScript',65,'2018-12-16 10:37:00','2018-12-16 12:37:00','Building J, room 130',79.992,27);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Children And Writer',65,'2018-12-16 11:40:00','2018-12-16 13:40:00','Building H, room 174',87.991196,27);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Motivating Jabba',65,'2018-12-16 12:43:00','2018-12-16 14:43:00','Building T, room 165',40.9959,14);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Redemption Chewbacca',66,'2018-5-22 12:5:00','2018-5-22 14:5:00','Building M, room 171',15.9984,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Shutting Rey',66,'2018-5-22 17:44:00','2018-5-22 19:44:00','Building O, room 93',26.9973,17);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Designing Haskell',66,'2018-5-22 15:59:00','2018-5-22 17:59:00','Building J, room 189',26.9973,10);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Shutting Cersei Lannister',66,'2018-5-22 16:50:00','2018-5-22 18:50:00','Building T, room 149',4.9995,24);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Sewing Tools',67,'2018-5-22 15:53:00','2018-5-22 17:53:00','Building W, room 9',71.9928,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Explaining Impossible',67,'2018-5-22 10:45:00','2018-5-22 12:45:00','Building A, room 146',80.9919,18);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Design Your Own Lisp',67,'2018-5-22 17:31:00','2018-5-22 19:31:00','Building B, room 0',83.9916,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Life Of Admiral Ackbar',67,'2018-5-22 17:29:00','2018-5-22 19:29:00','Building Y, room 162',97.9902,23);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Potato Motivation',68,'2017-8-8 13:35:00','2017-8-8 15:35:00','Building J, room 144',54.9945,16);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Yourself America',68,'2017-8-8 17:50:00','2017-8-8 19:50:00','Building L, room 57',96.990295,25);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Prison Cells Of Apple',68,'2017-8-8 13:6:00','2017-8-8 15:6:00','Building N, room 26',1.9998,15);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Travel With Jysk',68,'2017-8-8 15:41:00','2017-8-8 17:41:00','Building K, room 54',60.9939,17);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Eco Fortran',69,'2017-8-8 19:1:00','2017-8-8 21:1:00','Building B, room 81',53.9946,12);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Sleeping Yoda',69,'2017-8-8 10:4:00','2017-8-8 12:4:00','Building P, room 52',5.9994,20);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Green Planner',69,'2017-8-8 13:17:00','2017-8-8 15:17:00','Building R, room 129',86.991295,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Ruling The Galaxy With Our World',69,'2017-8-8 11:31:00','2017-8-8 13:31:00','Building Q, room 41',72.9927,19);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Travelling With Throne',70,'2017-8-8 19:42:00','2017-8-8 21:42:00','Building L, room 192',63.9936,15);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Starting Vincent',70,'2017-8-8 12:38:00','2017-8-8 14:38:00','Building O, room 16',26.9973,11);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Friends Of Popstar',70,'2017-8-8 11:25:00','2017-8-8 13:25:00','Building A, room 193',30.996899,26);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Shutting Casablanca',70,'2017-8-8 17:50:00','2017-8-8 19:50:00','Building Y, room 92',82.9917,10);
INSERT Workshops (Name, ConferenceDayID, StartTime, EndTime, Location, Price, ParticipantsLimit) VALUES ('Making Our Own Casablanca',71,'2018-5-8 15:28:00','2018-5-8 17:28:00','Building C, room 148',10.998899,23);
